"","addr_state","annual_inc","int_rate","issue_d","loan_amnt"
"17112","CA",92000,7.29,2011,4000
"17113","CO",57000,14.91,2011,17000
"17114","HI",90000,15.28,2011,10000
"17115","FL",35472.48,12.68,2011,8000
"17116","CA",63000,16.4,2011,3000
"17117","MA",31200,10.37,2011,2500
"17118","CA",119000,16.4,2011,15000
"17119","KS",42996,11.11,2011,8000
"17120","FL",62664,14.91,2011,16300
"17121","MD",128000,7.29,2011,30000
"17122","MA",46000,14.91,2011,7000
"17123","WA",17000,7.29,2011,1000
"17124","TX",114600,10,2011,5500
"17125","IL",110000,6.92,2011,4000
"17126","CA",30000,10,2011,15000
"17127","WI",38000,13.06,2011,7500
"17128","VA",117000,12.68,2011,12000
"17129","MA",70000,7.29,2011,6000
"17130","NC",50000,6.92,2011,10000
"17131","KY",19200,7.29,2011,1200
"17132","CA",53528,13.43,2011,16800
"17133","PA",43000,12.68,2011,14125
"17134","NJ",120000,13.06,2011,10000
"17135","NY",117996,12.68,2011,25000
"17136","VA",39750,10.37,2011,1425
"17137","SD",30000,13.06,2011,2400
"17138","MA",46080,16.02,2011,15275
"17139","OH",28000,14.17,2011,10575
"17140","CA",122000,13.8,2011,35000
"17141","MA",32640,10,2011,2000
"17142","OH",84000,10,2011,7000
"17143","AZ",66000,5.79,2011,12000
"17144","NV",45000,5.42,2011,6250
"17145","NY",118000,10.74,2011,20000
"17146","NJ",78956.8,11.11,2011,35000
"17147","TX",106000,7.29,2011,7200
"17148","CT",29894,9.63,2011,8000
"17149","MO",52000,7.29,2011,10000
"17150","MD",41496,14.17,2011,2800
"17151","NJ",120000,20.11,2011,20000
"17152","OH",30000,9.63,2011,4000
"17153","NJ",30000,12.68,2011,5000
"17154","MN",50400,6.92,2011,6000
"17155","TX",65496,11.11,2011,10000
"17156","VA",171312,16.4,2011,15000
"17157","NY",65600,12.68,2011,4000
"17158","CA",25000,15.28,2011,2400
"17159","CA",70000,5.79,2011,6000
"17160","OR",32400,13.43,2011,10000
"17161","IL",48000,5.42,2011,4000
"17162","TX",36000,13.06,2011,4000
"17163","TX",120000,13.8,2011,4500
"17164","CA",52000,13.43,2011,5200
"17165","NY",104000,7.66,2011,18000
"17166","PA",79300,13.43,2011,30000
"17167","MA",38500,10,2011,3000
"17168","CA",84996,16.4,2011,30000
"17169","CA",63000,9.63,2011,18000
"17170","SC",1e+05,13.06,2011,4500
"17171","TX",64000,10,2011,4000
"17172","PA",37344,12.68,2011,3200
"17173","NC",110000,16.02,2011,35000
"17174","FL",31543.2,15.65,2011,7000
"17175","TX",125000,5.79,2011,6000
"17176","CO",90000,16.02,2011,28000
"17177","OK",27996,13.8,2011,5300
"17178","NV",37459,6.92,2011,5600
"17179","FL",44400,5.42,2011,5000
"17180","FL",36000,11.11,2011,10000
"17181","NC",45000,13.06,2011,4800
"17182","KY",56000,18.25,2011,31825
"17183","NV",110000,15.28,2011,13200
"17184","MD",86000,10.37,2011,4500
"17185","CA",34000,14.17,2011,9000
"17186","MD",74000,13.8,2011,3500
"17187","KS",21600,6.92,2011,6700
"17188","IL",43000,12.68,2011,8000
"17189","MA",41520,14.91,2011,7000
"17190","TX",62400,7.29,2011,12000
"17191","MA",36000,14.17,2011,5000
"17192","FL",48000,13.06,2011,4500
"17193","IL",49200,10,2011,6000
"17194","TX",40000,10.74,2011,2000
"17195","TX",52368,10.37,2011,5500
"17196","FL",40000,10.37,2011,1000
"17197","CA",95000,14.17,2011,20000
"17198","TX",40000,9.63,2011,8000
"17199","CA",60000,12.68,2011,15000
"17200","IL",41004,15.28,2011,5000
"17201","NC",42000,6,2011,7600
"17202","NJ",170004,17.51,2011,30000
"17203","TX",65000,7.66,2011,9000
"17204","NY",40000,18.25,2011,15850
"17205","IL",110004,15.65,2011,30000
"17206","GA",75000,10.37,2011,12000
"17207","OH",31200,5.79,2011,6000
"17208","VA",76000,5.79,2011,3000
"17209","WI",78000,12.68,2011,4500
"17210","NM",33600,7.29,2011,3500
"17211","PA",60000,10.37,2011,16000
"17212","WA",33000,7.66,2011,8875
"17213","TX",60000,11.11,2011,10950
"17214","CA",32500,14.91,2011,9800
"17215","MN",99800,17.88,2011,25000
"17216","FL",72000,17.14,2011,12000
"17217","WY",15600,7.29,2011,2500
"17218","NJ",78000,9.63,2011,6000
"17219","MN",95000,5.42,2011,3000
"17220","SC",33000,13.43,2011,18825
"17221","MO",1e+05,14.54,2011,10000
"17222","CA",23000,7.29,2011,7000
"17223","NY",25000,12.68,2011,5475
"17224","TX",105000,11.11,2011,8800
"17225","NH",52000,10.37,2011,24000
"17226","CA",55000,6.92,2011,7000
"17227","CA",140000,7.29,2011,7000
"17228","CO",43200,10.74,2011,4200
"17229","NJ",140004,6.92,2011,10000
"17230","CA",37500,9.63,2011,9000
"17231","CA",55500,13.06,2011,10000
"17232","AZ",85224,10,2011,6000
"17233","IL",48000,14.91,2011,12000
"17234","OH",20004,10.74,2011,4375
"17235","FL",39500,12.68,2011,11000
"17236","FL",25000,13.06,2011,10625
"17237","FL",46000,12.68,2011,20000
"17238","FL",28000,16.4,2011,5000
"17239","CO",34008,10,2011,3000
"17240","MO",68800,5.79,2011,4800
"17241","TX",57600,11.11,2011,3000
"17242","CA",50400,10.37,2011,8000
"17243","MI",46600,16.77,2011,19125
"17244","FL",54000,13.8,2011,8000
"17245","PA",48000,17.14,2011,16000
"17246","NY",48192,7.66,2011,2000
"17247","TX",75996,10.74,2011,8000
"17248","LA",25000,13.8,2011,2400
"17249","MN",75000,6.92,2011,10000
"17250","CA",68000,10.37,2011,8500
"17251","GA",1e+05,14.91,2011,5500
"17252","FL",174996,17.14,2011,30000
"17253","NJ",60000,19.74,2011,26000
"17254","GA",41520,7.29,2011,4400
"17255","CA",63996,10.74,2011,3200
"17256","TX",45996,15.65,2011,2500
"17257","CT",62500,10.37,2011,2800
"17258","OH",43500,15.28,2011,13000
"17259","TX",70000,12.68,2011,18250
"17260","KS",39996,9.63,2011,7000
"17261","OH",40000,18.25,2011,14000
"17262","MN",24000,10.74,2011,5000
"17263","FL",116676,10.37,2011,35000
"17264","CA",72000,10,2011,10000
"17265","CA",75000,10.37,2011,24000
"17266","MD",107004,7.29,2011,10000
"17267","CA",58000,13.06,2011,8500
"17268","LA",126000,18.99,2011,15750
"17269","OH",35000,9.63,2011,2000
"17270","CA",38600,15.28,2011,19300
"17271","CA",125000,10,2011,25000
"17272","CA",95000,16.4,2011,21000
"17273","IL",55000,19.36,2011,17625
"17274","IL",27000,9.63,2011,8000
"17275","CA",105600,7.29,2011,10000
"17276","FL",47000,7.66,2011,5300
"17277","NJ",24000,10.37,2011,2500
"17278","NV",54000,12.68,2011,1000
"17279","FL",74000,10.37,2011,35000
"17280","NY",78000,15.65,2011,20000
"17281","VA",170000,11.11,2011,20000
"17282","CA",48000,14.54,2011,5000
"17283","CA",117000,7.66,2011,10000
"17284","MA",62400,5.42,2011,12000
"17285","TX",26000,13.8,2011,7200
"17286","CA",120000,10.74,2011,14000
"17287","PA",28284,7.66,2011,6000
"17288","TX",84000,12.68,2011,30000
"17289","CA",71000,18.25,2011,14400
"17290","CA",66000,12.68,2011,20000
"17291","GA",93600,14.17,2011,10000
"17292","NC",58000,6.92,2011,4500
"17293","MN",60000,18.62,2011,25000
"17294","HI",70000,14.54,2011,30000
"17295","TX",42000,6.92,2011,7050
"17296","CA",75000,10.74,2011,10000
"17297","FL",108000,17.88,2011,18000
"17298","CA",55000,10.37,2011,24375
"17299","OH",30000,9.63,2011,4300
"17300","FL",30000,7.29,2011,7200
"17301","TX",86000,7.66,2011,8400
"17302","NC",36000,11.11,2011,9000
"17303","AZ",87492,13.06,2011,6000
"17304","IL",50004,15.65,2011,16700
"17305","AZ",50400,10,2011,1325
"17306","NY",43680,5.42,2011,10800
"17307","PA",56000,13.06,2011,18000
"17308","AZ",60000,7.29,2011,5000
"17309","CA",24000,16.77,2011,3500
"17310","AZ",50000,11.11,2011,6000
"17311","NV",90000,17.88,2011,16000
"17312","KS",105600,17.88,2011,35000
"17313","CA",28800,10.37,2011,8875
"17314","NC",38196,10,2011,4000
"17315","MN",60000,12.68,2011,8000
"17316","AZ",55000,11.11,2011,5000
"17317","CA",1e+05,10.37,2011,7000
"17318","AZ",21600,15.65,2011,4500
"17319","MD",74872,19.74,2011,23000
"17320","MD",125000,9.63,2011,8400
"17321","KS",59232,14.91,2011,25000
"17322","NC",51690.48,16.77,2011,22250
"17323","TX",55000,20.48,2011,25000
"17324","OR",30000,15.65,2011,15000
"17325","WA",33600,15.65,2011,3300
"17326","DE",75500,17.88,2011,16000
"17327","PA",35256,10.74,2011,3000
"17328","TX",103000,10.74,2011,8000
"17329","NV",62004,11.11,2011,12000
"17330","CT",63000,7.29,2011,8900
"17331","UT",90000,11.11,2011,15000
"17332","NY",90000,19.36,2011,20000
"17333","GA",90000,10.74,2011,5600
"17334","VA",53000,5.42,2011,5000
"17335","OR",73000,14.91,2011,8000
"17336","MO",77705.4,16.77,2011,4000
"17337","WA",72000,10,2011,8000
"17338","CA",27996,17.51,2011,5000
"17339","IL",46350,10,2011,9750
"17340","PA",14004,16.4,2011,2400
"17341","OH",39000,14.54,2011,9750
"17342","TX",40000,12.68,2011,11000
"17343","NC",95000,13.06,2011,11000
"17344","VA",85000,10.37,2011,10675
"17345","VA",193000,21.22,2011,21000
"17346","VA",1e+05,14.91,2011,15000
"17347","PA",95000,19.36,2011,25000
"17348","NY",49268.48,5.79,2011,12000
"17349","CA",50000,16.02,2011,10800
"17350","NJ",63000,10,2011,5000
"17351","GA",56056,10.37,2011,5600
"17352","MO",93000,17.14,2011,35000
"17353","TX",85000,7.29,2011,2400
"17354","KS",18900,10.74,2011,5125
"17355","TX",36000,10.74,2011,24500
"17356","IL",23631,9.63,2011,6000
"17357","NV",28800,14.91,2011,10000
"17358","AZ",60000,10,2011,8000
"17359","WA",48000,11.11,2011,11500
"17360","AL",48000,12.68,2011,21600
"17361","CA",25404,12.68,2011,9950
"17362","TX",63996,12.68,2011,3500
"17363","FL",100500,12.68,2011,15000
"17364","MN",47508,10.74,2011,10000
"17365","PA",25000,11.11,2011,5600
"17366","CA",50000,7.66,2011,12000
"17367","CT",86000,11.11,2011,28100
"17368","NY",60000,20.11,2011,20000
"17369","PA",80000,14.54,2011,20000
"17370","TX",51000,11.11,2011,20000
"17371","AZ",75000,14.91,2011,35000
"17372","IL",45000,11.11,2011,16000
"17373","PA",130490,16.77,2011,35000
"17374","OH",100079,16.02,2011,17000
"17375","GA",15360,10.37,2011,6250
"17376","CT",36000,5.42,2011,3000
"17377","FL",69996,13.06,2011,6000
"17378","KY",50000,13.43,2011,24925
"17379","GA",25000,9.63,2011,7200
"17380","VA",62500,11.11,2011,12000
"17381","MD",54000,10.37,2011,10000
"17382","VA",75000,16.77,2011,18000
"17383","TX",48000,10.74,2011,4800
"17384","NJ",52000,15.28,2011,8000
"17385","NC",56004,6.92,2011,14000
"17386","FL",57984,10.37,2011,20000
"17387","CA",85000,10.37,2011,6000
"17388","FL",78000,13.06,2011,6000
"17389","FL",48000,7.29,2011,1000
"17390","IL",43200,14.17,2011,5000
"17391","CA",50000,13.06,2011,9800
"17392","WV",55000,6.92,2011,3600
"17393","MT",78000,5.79,2011,12000
"17394","OH",18000,13.8,2011,1800
"17395","CA",84000,6.92,2011,7000
"17396","TX",32000,16.02,2011,8600
"17397","NC",42000,12.68,2011,7000
"17398","RI",62400,13.06,2011,7000
"17399","OH",18000,13.06,2011,2400
"17400","CA",45149,5.79,2011,9000
"17401","FL",50000,10,2011,5000
"17402","FL",50000,10,2011,12000
"17403","NY",33996,14.91,2011,4000
"17404","WA",54000,17.88,2011,11200
"17405","NC",36996,12.68,2011,15000
"17406","PA",70000,16.77,2011,25000
"17407","CT",204000,13.06,2011,10000
"17408","IL",57996,16.02,2011,8000
"17409","NY",42000,10.37,2011,6850
"17410","NV",77000,10.37,2011,27000
"17411","FL",105000,16.02,2011,15000
"17412","WI",50004,18.25,2011,5000
"17413","CA",60000,17.88,2011,10000
"17414","VA",52960,13.8,2011,20000
"17415","CA",162000,12.68,2011,22000
"17416","CA",50400,5.42,2011,1000
"17417","TX",172000,10.37,2011,15000
"17418","KS",103000,10.37,2011,6800
"17419","OR",40000,7.66,2011,8600
"17420","CA",63700,14.91,2011,10600
"17421","CA",43000,11.11,2011,3000
"17422","TX",81510,7.66,2011,5000
"17423","NY",50000,5.79,2011,2800
"17424","TX",98700,13.06,2011,9600
"17425","CA",33000,14.54,2011,4800
"17426","MD",32652,16.4,2011,1200
"17427","NY",39996,13.06,2011,15000
"17428","CA",65000,10.74,2011,20000
"17429","MA",50000,15.28,2011,7200
"17430","CA",98000,9.63,2011,5200
"17431","LA",40000,14.91,2011,15000
"17432","CA",125000,16.02,2011,35000
"17433","TX",52596,10.74,2011,15000
"17434","SC",93996,12.68,2011,19600
"17435","NC",61200,10.74,2011,2800
"17436","FL",13200,15.65,2011,4000
"17437","NC",65000,11.11,2011,20000
"17438","LA",26000,7.66,2011,9400
"17439","FL",30000,7.29,2011,4800
"17440","CA",50000,17.88,2011,14000
"17441","CA",172008,16.4,2011,30000
"17442","CA",42000,10.37,2011,11200
"17443","OH",40000,10.74,2011,8000
"17444","CA",93000,5.42,2011,4000
"17445","GA",36000,12.68,2011,6000
"17446","NY",73350,16.4,2011,20000
"17447","OK",36996,14.91,2011,5775
"17448","IL",120000,13.8,2011,20000
"17449","KS",48000,13.06,2011,12000
"17450","CA",39456,7.29,2011,14000
"17451","NY",54000,16.77,2011,6000
"17452","PA",96900,5.42,2011,4800
"17453","NH",125000,10.74,2011,4800
"17454","NJ",36000,13.43,2011,10000
"17455","CA",110000,11.11,2011,9000
"17456","WI",24000,7.29,2011,8000
"17457","MA",58800,7.66,2011,20000
"17458","HI",50000,7.29,2011,10000
"17459","TX",38000,7.29,2011,5000
"17460","OH",65000,14.91,2011,25000
"17461","FL",183456,13.8,2011,35000
"17462","MD",50000,15.65,2011,19500
"17463","FL",35000,7.66,2011,11900
"17464","SC",60000,9.63,2011,16000
"17465","IL",104606,15.28,2011,5000
"17466","MD",281988,15.28,2011,29000
"17467","HI",50000,11.11,2011,15000
"17468","OH",9600,7.29,2011,1500
"17469","KY",24100,10.37,2011,4800
"17470","NJ",95004,15.28,2011,10000
"17471","FL",450000,11.11,2011,35000
"17472","CO",28500,10,2011,7000
"17473","NJ",65000,10,2011,10800
"17474","AZ",40000,16.02,2011,7100
"17475","NJ",81000,13.43,2011,9000
"17476","TX",80000,12.68,2011,1500
"17477","FL",20004,9.63,2011,2500
"17478","AR",30000,12.68,2011,12500
"17479","TX",36000,10.74,2011,10500
"17480","GA",30000,14.54,2011,10000
"17481","PA",35496,14.17,2011,10000
"17482","TX",35000,13.43,2011,6500
"17483","FL",36996,10,2011,12000
"17484","NY",20000,10.37,2011,2150
"17485","CA",50000,14.17,2011,2800
"17486","WV",110000,11.11,2011,30000
"17487","AL",69500,20.11,2011,20000
"17488","MA",33000,7.66,2011,11000
"17489","CA",114996,6.92,2011,15000
"17490","CA",55000,17.51,2011,16000
"17491","CA",30000,14.17,2011,3600
"17492","CA",54600,14.17,2011,7000
"17493","KY",60000,15.28,2011,10000
"17494","NY",43000,12.68,2011,6000
"17495","NY",1e+05,7.66,2011,10000
"17496","FL",75000,16.02,2011,6000
"17497","MA",31100,9.63,2011,5000
"17498","WV",85000,12.68,2011,35000
"17499","PA",54000,9.63,2011,5600
"17500","OK",40300,17.14,2011,8000
"17501","PA",41500,7.29,2011,5000
"17502","VA",60000,18.62,2011,25000
"17503","NJ",112200,5.79,2011,6800
"17504","FL",50000,12.68,2011,6000
"17505","CA",30000,15.28,2011,15000
"17506","FL",60000,11.11,2011,7000
"17507","IL",38176,14.91,2011,8000
"17508","FL",42000,6.92,2011,14000
"17509","CA",150000,5.79,2011,8200
"17510","NJ",50000,7.66,2011,7000
"17511","PA",41056,14.91,2011,10000
"17512","NY",39500,13.8,2011,2000
"17513","WA",51000,5.79,2011,6000
"17514","IL",65496,10.37,2011,13250
"17515","TX",12000,10.37,2011,3075
"17516","SC",53004,10,2011,5000
"17517","AR",62500,13.43,2011,15000
"17518","WA",185000,6.92,2011,10000
"17519","CA",30000,10.37,2011,6000
"17520","NY",40000,7.66,2011,8000
"17521","PA",191000,11.11,2011,34000
"17522","GA",39000,10.37,2011,18000
"17523","PA",78000,10.74,2011,10000
"17524","IL",63000,14.54,2011,5400
"17525","PA",104000,14.91,2011,10500
"17526","AR",37000,11.11,2011,4500
"17527","TX",44000,6.92,2011,2800
"17528","IL",30000,12.68,2011,10000
"17529","CA",38400,6.92,2011,5500
"17530","WA",19000,13.06,2011,3000
"17531","DC",120000,12.68,2011,15600
"17532","CA",50000,9.63,2011,7000
"17533","FL",31000,7.66,2011,6000
"17534","MA",140000,5.79,2011,3500
"17535","NV",75600,10.37,2011,24575
"17536","NC",14400,5.79,2011,2000
"17537","MO",54000,7.29,2011,5600
"17538","NJ",204000,10.37,2011,16000
"17539","NJ",61000,13.06,2011,14000
"17540","AZ",69600,13.06,2011,2000
"17541","MI",72061,14.17,2011,4200
"17542","VA",87000,14.91,2011,15000
"17543","NY",78000,12.68,2011,18000
"17544","CA",75000,16.02,2011,9000
"17545","NY",165000,13.8,2011,16000
"17546","NY",32000,10.37,2011,18725
"17547","GA",124800,17.14,2011,15000
"17548","CA",84000,13.06,2011,8000
"17549","NY",68000,13.43,2011,16000
"17550","VA",66500,7.66,2011,4200
"17551","NJ",28114,10,2011,8800
"17552","MA",14400,13.43,2011,3000
"17553","AZ",43000,17.14,2011,8000
"17554","TX",67100,14.91,2011,28000
"17555","OR",80000,13.8,2011,16000
"17556","CA",240000,11.11,2011,30000
"17557","GA",48000,13.8,2011,4500
"17558","SC",35500,14.91,2011,10175
"17559","OH",48000,14.91,2011,14000
"17560","PA",95500,11.11,2011,12000
"17561","FL",37000,5.42,2011,2000
"17562","MO",69996,18.62,2011,6200
"17563","NJ",145000,17.51,2011,16000
"17564","MA",60000,7.29,2011,24000
"17565","FL",48012,17.14,2011,20000
"17566","CA",45600,10,2011,20000
"17567","MA",128474,7.29,2011,30000
"17568","PA",17688,11.11,2011,1700
"17569","NV",148000,15.65,2011,17000
"17570","CA",1e+05,10.74,2011,10000
"17571","TX",83202,17.14,2011,16000
"17572","NJ",130000,14.91,2011,12000
"17573","CO",22000,7.29,2011,1000
"17574","NY",47500,15.28,2011,6000
"17575","MO",73000,14.91,2011,12000
"17576","MA",45000,11.11,2011,16000
"17577","NC",50000,9.63,2011,5000
"17578","OH",55000,13.06,2011,13800
"17579","CA",36000,19.36,2011,17500
"17580","AZ",51000,7.29,2011,4200
"17581","TX",62004,7.29,2011,15000
"17582","TX",90000,16.02,2011,20000
"17583","NC",26000,7.29,2011,2700
"17584","GA",36000,16.77,2011,6000
"17585","VA",84695,7.29,2011,12000
"17586","NY",47000,14.54,2011,13000
"17587","NY",43200,7.66,2011,4000
"17588","PA",51500,6.92,2011,15000
"17589","CA",72000,13.06,2011,22750
"17590","CA",90000,10.74,2011,13200
"17591","CA",40000,12.68,2011,7000
"17592","IL",45168,10.37,2011,4400
"17593","CA",86000,14.91,2011,15350
"17594","TX",101000,12.68,2011,35000
"17595","NJ",30000,12.68,2011,4000
"17596","CA",53532,5.42,2011,4000
"17597","TX",118000,12.68,2011,21600
"17598","CA",1e+05,6.92,2011,12800
"17599","VA",72000,7.66,2011,2100
"17600","IL",35004,18.62,2011,17325
"17601","KY",69000,14.17,2011,5000
"17602","GA",95000,11.11,2011,24175
"17603","MA",45000,10.37,2011,4800
"17604","NJ",72000,7.66,2011,18000
"17605","KY",85000,16.4,2011,10000
"17606","OK",38004,13.43,2011,13800
"17607","LA",38000,10.74,2011,5200
"17608","GA",60000,17.88,2011,10000
"17609","NY",248004,19.74,2011,30000
"17610","PA",42000,10.37,2011,3000
"17611","OH",70200,7.29,2011,6000
"17612","CA",205000,15.65,2011,35000
"17613","CA",43000,5.79,2011,10000
"17614","CA",94000,16.02,2011,20000
"17615","CA",80000,10.74,2011,11200
"17616","GA",80000,10.37,2011,1500
"17617","MI",180000,10.37,2011,30000
"17618","AZ",50000,10,2011,14000
"17619","CA",180000,17.51,2011,25000
"17620","MA",48276.8,11.11,2011,12050
"17621","KS",30996,7.66,2011,8875
"17622","OR",42000,5.42,2011,10375
"17623","AZ",22800,15.28,2011,7125
"17624","WA",30000,10.37,2011,6500
"17625","AR",140000,17.88,2011,18000
"17626","TX",72000,7.29,2011,22100
"17627","GA",80000,10.74,2011,24000
"17628","PA",99000,11.11,2011,7000
"17629","FL",54000,14.17,2011,1500
"17630","GA",27252,13.06,2011,5800
"17631","FL",58800,15.65,2011,5000
"17632","CA",78000,7.66,2011,5000
"17633","MO",70000,10.74,2011,2000
"17634","CA",65000,10.74,2011,16000
"17635","CA",95000,9.63,2011,35000
"17636","FL",49200,13.06,2011,4000
"17637","FL",185000,10,2011,6000
"17638","AZ",64312,14.91,2011,5000
"17639","NY",60000,7.29,2011,6000
"17640","MI",32000,14.91,2011,16000
"17641","MO",3e+05,15.65,2011,10000
"17642","NJ",34000,7.29,2011,10950
"17643","NY",108000,14.17,2011,3000
"17644","PA",24000,11.11,2011,5000
"17645","CA",19200,10.74,2011,9250
"17646","NJ",35000,13.06,2011,11700
"17647","MI",72000,16.77,2011,6000
"17648","MA",65600,14.17,2011,20000
"17649","MA",54000,12.68,2011,10000
"17650","LA",120000,15.28,2011,8000
"17651","LA",45000,13.8,2011,3000
"17652","IL",25000,14.17,2011,2000
"17653","CA",41721.6,14.91,2011,21000
"17654","NY",45000,7.29,2011,15000
"17655","NC",73500,10.74,2011,20000
"17656","CA",150000,7.29,2011,2500
"17657","KY",36077.28,15.28,2011,16000
"17658","CA",120000,10.37,2011,20000
"17659","WA",120000,10.74,2011,28000
"17660","MN",35000,7.29,2011,4000
"17661","MI",1e+05,16.4,2011,30000
"17662","CA",106000,16.4,2011,35000
"17663","NJ",82000,7.66,2011,18000
"17664","GA",85000,10.37,2011,9250
"17665","VA",110000,10.74,2011,5600
"17666","TX",85000,5.79,2011,4000
"17667","TX",28800,13.8,2011,6000
"17668","VA",117000,14.54,2011,4800
"17669","GA",80000,14.54,2011,33950
"17670","WA",83500,13.43,2011,15000
"17671","TX",124726,7.29,2011,15000
"17672","AZ",43000,16.4,2011,9600
"17673","PA",48000,7.66,2011,8800
"17674","AK",78000,16.77,2011,2000
"17675","IL",38400,16.4,2011,18400
"17676","NY",69000,10.74,2011,8000
"17677","HI",22800,7.29,2011,1500
"17678","MN",60000,17.14,2011,4000
"17679","CA",36000,11.11,2011,5600
"17680","CA",69996,14.91,2011,10800
"17681","CA",36000,10,2011,1500
"17682","GA",108500,17.88,2011,35000
"17683","VA",69000,11.11,2011,3000
"17684","WA",44000,7.66,2011,2000
"17685","CA",51432,17.14,2011,17000
"17686","CA",64992,14.54,2011,22000
"17687","NY",92000,12.68,2011,26000
"17688","MI",40000,14.17,2011,4000
"17689","OH",102000,10.74,2011,24000
"17690","NY",33000,7.29,2011,4500
"17691","GA",30000,7.66,2011,14500
"17692","NY",60000,12.68,2011,12000
"17693","IL",40500,9.63,2011,6500
